商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
864014-001,陕西新百伦渠道,40,7,耐克,849.0,75,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,41,8,耐克,849.0,171,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,40.5,7.5,耐克,849.0,43,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,42.5,9,耐克,849.0,26,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,42,8.5,耐克,849.0,119,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,43,9.5,耐克,849.0,42,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,陕西新百伦渠道,44,10,耐克,849.0,30,鞋,板鞋/休闲鞋,男,18Q1,7.35
864014-001,上海R仓库,39,6.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.45
864014-001,上海R仓库,40,7,耐克,849.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.45
864014-001,上海R仓库,41,8,耐克,849.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.45
864014-001,上海R仓库,42.5,9,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.45
864014-001,上海R仓库,42,8.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.45
864014-001,福建渠道,41,8,耐克,849.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福建渠道,42.5,9,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,北京综合渠道,39,6.5,耐克,849.0,9,鞋,板鞋/休闲鞋,男,18Q1,8.86
864014-001,北京综合渠道,40,7,耐克,849.0,20,鞋,板鞋/休闲鞋,男,18Q1,8.86
864014-001,北京综合渠道,41,8,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.86
864014-001,北京综合渠道,40.5,7.5,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.86
864014-001,北京综合渠道,42,8.5,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.86
864014-001,湖北阿迪渠道,40,7,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.75
864014-001,泉州特价2仓,40,7,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.9
864014-001,南昌综合渠道,39,6.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,40,7,耐克,849.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,41,8,耐克,849.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,40.5,7.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,42.5,9,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,42,8.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,南昌综合渠道,43,9.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.35
864014-001,沈阳渠道,39,6.5,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.1
864014-001,江西渠道,41,8,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.75
864014-001,江西渠道,42.5,9,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.75
864014-001,江西渠道,42,8.5,耐克,849.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.75
864014-001,武汉渠道,39,6.5,耐克,849.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,武汉渠道,40,7,耐克,849.0,89,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,武汉渠道,41,8,耐克,849.0,99,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,武汉渠道,40.5,7.5,耐克,849.0,48,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,武汉渠道,42,8.5,耐克,849.0,66,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,武汉渠道,43,9.5,耐克,849.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.3
864014-001,天津特价2仓,39,6.5,耐克,849.0,20,鞋,板鞋/休闲鞋,男,18Q1,5.4
864014-001,东北综合店铺3,44.5,10.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,40,7,耐克,849.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,41,8,耐克,849.0,19,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,40.5,7.5,耐克,849.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,42.5,9,耐克,849.0,20,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,42,8.5,耐克,849.0,24,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,43,9.5,耐克,849.0,11,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,东北综合店铺3,44,10,耐克,849.0,10,鞋,板鞋/休闲鞋,男,18Q1,7.4
864014-001,福州T渠道,39,6.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福州T渠道,40,7,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福州T渠道,40.5,7.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福建A渠道,39,6.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福建A渠道,40,7,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,福建A渠道,40.5,7.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
864014-001,厦门店铺渠道,39,6.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.0
864014-001,厦门店铺渠道,40.5,7.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.0
864014-001,华南综合2仓,39,6.5,耐克,849.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.0
864014-001,华南综合2仓,40,7,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.0
864014-001,华南综合2仓,40.5,7.5,耐克,849.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.0
819810-410,天马总仓1仓,44,10,耐克,499.0,46,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,44.5,10.5,耐克,499.0,13,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,45,11,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,39,6.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,40,7,耐克,499.0,75,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,40.5,7.5,耐克,499.0,55,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,41,8,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,42,8.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,42.5,9,耐克,499.0,55,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,天马总仓1仓,43,9.5,耐克,499.0,100,鞋,板鞋/休闲鞋,男,18Q1,6.3
819810-410,浙江C仓,44,10,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-410,浙江C仓,43,9.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-410,浙江C仓,42,8.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.0
819810-410,江苏李宁仓,39,6.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,40,7,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,41,8,耐克,499.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,42.5,9,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,44,10,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,43,9.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,42,8.5,耐克,499.0,10,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,45,11,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,44.5,10.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,江苏李宁仓,40.5,7.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.83
819810-410,华东耐克渠道,46,46,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,38.5,6,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,40,7,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,41,8,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,42.5,9,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,44,10,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,43,9.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,42,8.5,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,45,11,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,44.5,10.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,华东耐克渠道,40.5,7.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.19
819810-410,杭州店铺2仓,41,8,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
819810-410,九江综合渠道,42.5,9,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,九江综合渠道,42,8.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南仓库渠道,44,10,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.1
819810-410,湖南中房渠道,39,6.5,耐克,499.0,10,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,40,7,耐克,499.0,17,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,41,8,耐克,499.0,14,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,42.5,9,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,44,10,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,43,9.5,耐克,499.0,10,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,42,8.5,耐克,499.0,16,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,湖南中房渠道,40.5,7.5,耐克,499.0,11,鞋,板鞋/休闲鞋,男,18Q1,6.4
819810-410,天津特价渠道,42.5,9,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.86
819810-410,天津特价渠道,44,10,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.86
819810-410,天津特价渠道,43,9.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.86
819810-410,天津特价渠道,42,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.86
819810-410,天津特价渠道,40.5,7.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.86
819810-410,山东户外3仓,39,6.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,40,7,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,41,8,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,42.5,9,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,44,10,耐克,499.0,46,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,43,9.5,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,42,8.5,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,45,11,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,44.5,10.5,耐克,499.0,12,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,山东户外3仓,40.5,7.5,耐克,499.0,58,鞋,板鞋/休闲鞋,男,18Q1,7.35
819810-410,泉州渠道,39,6.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.05
819810-410,泉州渠道,40,7,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.05
819810-410,泉州渠道,44,10,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.05
819810-410,泉州渠道,43,9.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.05
819810-410,泉州渠道,42,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.05
819810-410,江苏李宁2仓,39,6.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,40,7,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,41,8,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,42.5,9,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,44,10,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,43,9.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,42,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,45,11,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,44.5,10.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,江苏李宁2仓,40.5,7.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.37
819810-410,福建渠道,39,6.5,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,40,7,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,41,8,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,42.5,9,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,44,10,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,43,9.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,42,8.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建渠道,40.5,7.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.95
819810-410,福建综合仓,44,10,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,福建综合仓,43,9.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,福建综合仓,42,8.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,福建综合仓,45,11,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,福建综合仓,44.5,10.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,福建综合仓,40.5,7.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.81
819810-410,北京综合渠道,39,6.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,40,7,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,41,8,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,42.5,9,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,43,9.5,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,42,8.5,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,40.5,7.5,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,44,10,耐克,499.0,20,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,南昌综合渠道,39,6.5,耐克,499.0,26,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,40,7,耐克,499.0,45,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,41,8,耐克,499.0,55,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,42.5,9,耐克,499.0,17,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,44,10,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,43,9.5,耐克,499.0,15,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,42,8.5,耐克,499.0,41,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,南昌综合渠道,40.5,7.5,耐克,499.0,28,鞋,板鞋/休闲鞋,男,18Q1,5.59
819810-410,北京综合渠道,45,11,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,北京综合渠道,44.5,10.5,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.79
819810-410,江西渠道,39,6.5,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,38.5,6,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,40,7,耐克,499.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,41,8,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,42.5,9,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,43,9.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,42,8.5,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,6.75
819810-410,江西渠道,40.5,7.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.75
866069-400,杭州渠道,42.5,9,耐克,599.0,1,鞋,跑步鞋,男,18Q1,6.05
866069-400,福州T渠道,39,6.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.95
866069-400,福州T渠道,42.5,9,耐克,599.0,4,鞋,跑步鞋,男,18Q1,5.95
866069-400,福州T渠道,42,8.5,耐克,599.0,6,鞋,跑步鞋,男,18Q1,5.95
866069-400,浙江综合仓,43,9.5,耐克,599.0,4,鞋,跑步鞋,男,18Q1,6.0
866069-400,无锡现货2仓,43,9.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.5
866069-400,无锡现货2仓,44.5,10.5,耐克,599.0,7,鞋,跑步鞋,男,18Q1,4.5
866069-400,无锡现货2仓,44,10,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.5
866069-400,无锡现货2仓,45,11,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.5
866069-400,浙江综合2仓,43,9.5,耐克,599.0,4,鞋,跑步鞋,男,18Q1,5.8
866069-400,九江综合渠道,42,8.5,耐克,599.0,7,鞋,跑步鞋,男,18Q1,6.4
866069-400,福州T渠道,41,8,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.95
866069-400,山东户外3仓,44.5,10.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,7.66
866069-400,陕西耐克渠道,39,6.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,8.1
866069-400,陕西耐克渠道,40,7,耐克,599.0,13,鞋,跑步鞋,男,18Q1,8.1
866069-400,陕西耐克渠道,41,8,耐克,599.0,21,鞋,跑步鞋,男,18Q1,8.1
866069-400,陕西耐克渠道,42,8.5,耐克,599.0,21,鞋,跑步鞋,男,18Q1,8.1
866069-400,陕西耐克渠道,43,9.5,耐克,599.0,14,鞋,跑步鞋,男,18Q1,8.1
866069-400,陕西耐克渠道,44,10,耐克,599.0,4,鞋,跑步鞋,男,18Q1,8.1
866069-400,江苏李宁特供仓,43,9.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.8
866069-400,江苏李宁特供仓,44.5,10.5,耐克,599.0,10,鞋,跑步鞋,男,18Q1,4.8
866069-400,江苏李宁特供仓,44,10,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.8
866069-400,江苏李宁特供仓,45,11,耐克,599.0,1,鞋,跑步鞋,男,18Q1,4.8
866069-400,东北综合店铺4,41,8,耐克,599.0,1,鞋,跑步鞋,男,18Q1,7.16
866069-400,东北综合店铺4,42.5,9,耐克,599.0,8,鞋,跑步鞋,男,18Q1,7.16
866069-400,东北综合店铺4,42,8.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,7.16
866069-400,东北综合店铺4,44.5,10.5,耐克,599.0,8,鞋,跑步鞋,男,18Q1,7.16
866069-400,东北综合店铺4,44,10,耐克,599.0,6,鞋,跑步鞋,男,18Q1,7.16
866069-400,东北综合店铺4,45,11,耐克,599.0,1,鞋,跑步鞋,男,18Q1,7.16
866069-400,武汉J渠道,43,9.5,耐克,599.0,28,鞋,跑步鞋,男,18Q1,4.8
866069-400,武汉J渠道,44,10,耐克,599.0,5,鞋,跑步鞋,男,18Q1,4.8
866069-400,江苏李宁2仓,44.5,10.5,耐克,599.0,5,鞋,跑步鞋,男,18Q1,7.68
866069-400,扬州耐克渠道,41,8,耐克,599.0,3,鞋,跑步鞋,男,18Q1,5.85
866069-400,扬州耐克渠道,42.5,9,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.85
866069-400,湖北卡帕渠道,40,7,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.4
866069-400,湖北卡帕渠道,40.5,7.5,耐克,599.0,2,鞋,跑步鞋,男,18Q1,5.4
866069-400,湖北卡帕渠道,41,8,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.4
866069-400,湖北卡帕渠道,42.5,9,耐克,599.0,7,鞋,跑步鞋,男,18Q1,5.4
866069-400,湖北卡帕渠道,42,8.5,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.4
866069-400,湖北卡帕渠道,44,10,耐克,599.0,3,鞋,跑步鞋,男,18Q1,5.4
866069-400,南昌综合渠道,39,6.5,耐克,599.0,2,鞋,跑步鞋,男,18Q1,5.59
866069-400,南昌综合渠道,40,7,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.59
866069-400,南昌综合渠道,40.5,7.5,耐克,599.0,7,鞋,跑步鞋,男,18Q1,5.59
866069-400,南昌综合渠道,41,8,耐克,599.0,2,鞋,跑步鞋,男,18Q1,5.59
866069-400,南昌综合渠道,42.5,9,耐克,599.0,1,鞋,跑步鞋,男,18Q1,5.59
866069-400,南昌综合渠道,42,8.5,耐克,599.0,3,鞋,跑步鞋,男,18Q1,5.59
866069-400,江苏李宁2仓,40.5,7.5,耐克,599.0,3,鞋,跑步鞋,男,18Q1,7.68
866069-400,江苏李宁2仓,42.5,9,耐克,599.0,4,鞋,跑步鞋,男,18Q1,7.68
866069-400,江苏李宁2仓,43,9.5,耐克,599.0,4,鞋,跑步鞋,男,18Q1,7.68
866069-400,湖南店铺渠道,42.5,9,耐克,599.0,1,鞋,跑步鞋,男,18Q1,6.2
866069-400,天津特价2仓,43,9.5,耐克,599.0,2,鞋,跑步鞋,男,18Q1,6.2
866069-001,天马总仓1仓,44,10,耐克,599.0,55,鞋,跑步鞋,男,18Q1,6.0
866069-001,天马总仓1仓,42.5,9,耐克,599.0,76,鞋,跑步鞋,男,18Q1,6.0
866069-001,天马总仓1仓,43,9.5,耐克,599.0,50,鞋,跑步鞋,男,18Q1,6.0
866069-001,天马总仓1仓,44.5,10.5,耐克,599.0,7,鞋,跑步鞋,男,18Q1,6.0
866069-001,浙江C仓,44.5,10.5,耐克,599.0,4,鞋,跑步鞋,男,18Q1,6.3
866069-001,浙江C仓,44,10,耐克,599.0,5,鞋,跑步鞋,男,18Q1,6.3
866069-001,浙江C仓,42.5,9,耐克,599.0,22,鞋,跑步鞋,男,18Q1,6.3
866069-001,浙江C仓,43,9.5,耐克,599.0,2,鞋,跑步鞋,男,18Q1,6.3
866069-001,浙江A仓,43,9.5,耐克,599.0,73,鞋,跑步鞋,男,18Q1,6.3
866069-001,浙江A仓,44,10,耐克,599.0,29,鞋,跑步鞋,男,18Q1,6.3
